Title,Genres,Plot,Rating,Released_Year
Mississippi Burning,"['Crime', 'Drama', 'History']",Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,7.8,1988.0
Predator,"['Action', 'Adventure', 'Sci-Fi']",A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,7.8,1987.0
Evil Dead II,"['Action', 'Comedy', 'Fantasy']",The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,7.8,1987.0
Ferris Bueller's Day Off,['Comedy'],"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",7.8,1986.0
Down by Law,"['Comedy', 'Crime', 'Drama']","Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",7.8,1986.0
The Goonies,"['Adventure', 'Comedy', 'Family']",A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,7.8,1985.0
The Color Purple,['Drama'],A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,7.8,1985.0
The Breakfast Club,"['Comedy', 'Drama']",Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,7.8,1985.0
The Killing Fields,"['Biography', 'Drama', 'History']","A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",7.8,1984.0
Ghostbusters,"['Action', 'Comedy', 'Fantasy']",Three former parapsychology professors set up shop as a unique ghost removal service.,7.8,1984.0
The Right Stuff,"['Adventure', 'Biography', 'Drama']","The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",7.8,1983.0
The King of Comedy,"['Comedy', 'Crime', 'Drama']","Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",7.8,1982.0
E.T. the Extra-Terrestrial,"['Family', 'Sci-Fi']",A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,7.8,1982.0
Kramer vs. Kramer,['Drama'],"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",7.8,1979.0
Days of Heaven,"['Drama', 'Romance']",A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,7.8,1978.0
The Outlaw Josey Wales,['Western'],Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,7.8,1976.0
The Man Who Would Be King,"['Adventure', 'History', 'War']","Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",7.8,1975.0
The Conversation,"['Drama', 'Mystery', 'Thriller']","A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",7.8,1974.0
La planète sauvage,"['Animation', 'Sci-Fi']","On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",7.8,1973.0
The Day of the Jackal,"['Crime', 'Drama', 'Thriller']","A professional assassin codenamed ""Jackal"" plots to kill Charles de Gaulle, the President of France.",7.8,1973.0
Badlands,"['Action', 'Crime', 'Drama']",An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,7.8,1973.0
Cabaret,"['Drama', 'Music', 'Musical']",A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,7.8,1972.0
Willy Wonka & the Chocolate Factory,"['Family', 'Fantasy', 'Musical']",A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,7.8,1971.0
Midnight Cowboy,['Drama'],"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",7.8,1969.0
Wait Until Dark,['Thriller'],A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,7.8,1967.0
Guess Who's Coming to Dinner,"['Comedy', 'Drama']",A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,7.8,1967.0
Bonnie and Clyde,"['Action', 'Biography', 'Crime']","Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",7.8,1967.0
My Fair Lady,"['Drama', 'Family', 'Musical']",Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,7.8,1964.0
Mary Poppins,"['Comedy', 'Family', 'Fantasy']","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",7.8,1964.0
The Longest Day,"['Action', 'Drama', 'History']","The events of D-Day, told on a grand scale from both the Allied and German points of view.",7.8,1962.0
Jules et Jim,"['Drama', 'Romance']",Decades of a love triangle concerning two friends and an impulsive woman.,7.8,1962.0
The Innocents,['Horror'],A young governess for two children becomes convinced that the house and grounds are haunted.,7.8,1961.0
À bout de souffle,"['Crime', 'Drama']","A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.",7.8,1960.0
Red River,"['Action', 'Adventure', 'Drama']","Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.",7.8,1948.0
Key Largo,"['Action', 'Crime', 'Drama']","A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",7.8,1948.0
To Have and Have Not,"['Adventure', 'Comedy', 'Film-Noir']","During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",7.8,1944.0
Shadow of a Doubt,"['Film-Noir', 'Thriller']","A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",7.8,1943.0
Stagecoach,"['Adventure', 'Drama', 'Western']",A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,7.8,1939.0
The Lady Vanishes,"['Mystery', 'Thriller']","While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",7.8,1938.0
Bringing Up Baby,"['Comedy', 'Family', 'Romance']","While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",7.8,1938.0
Bride of Frankenstein,"['Drama', 'Horror', 'Sci-Fi']","Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",7.8,1935.0
Duck Soup,"['Comedy', 'Musical', 'War']",Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,7.8,1933.0
Scarface: The Shame of the Nation,"['Action', 'Crime', 'Drama']","An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",7.8,1932.0
Frankenstein,"['Drama', 'Horror', 'Sci-Fi']",Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,7.8,1931.0
Roma,['Drama'],A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,7.7,2018.0
God's Own Country,"['Drama', 'Romance']","Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.",7.7,2017.0
Deadpool 2,"['Action', 'Adventure', 'Comedy']","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",7.7,2018.0
Wind River,"['Crime', 'Drama', 'Mystery']",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,7.7,2017.0
Get Out,"['Horror', 'Mystery', 'Thriller']","A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",7.7,2017.0
Mission: Impossible - Fallout,"['Action', 'Adventure', 'Thriller']","Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",7.7,2018.0
En man som heter Ove,"['Comedy', 'Drama', 'Romance']","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",7.7,2015.0
What We Do in the Shadows,"['Comedy', 'Horror']","Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.",7.7,2014.0
Omoide no Mânî,"['Animation', 'Drama', 'Family']","Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.",7.7,2014.0
The Theory of Everything,"['Biography', 'Drama', 'Romance']",A look at the relationship between the famous physicist Stephen Hawking and his wife.,7.7,2014.0
Kingsman: The Secret Service,"['Action', 'Adventure', 'Comedy']","A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",7.7,2014.0
